Ticker,Description,Price,Change %,Change,Volume,Volume*Price,Market Capitalization,Relative Volume at Time,"Change 1m, %","Change 5m, %",Exchange,Pre-market Change,Open,Change from Open
LOW,"Lowe's Companies, Inc.",197.41,-2.06379918,-4.16,3320205,655441669.05,119374337680,0.58020679,0.0329339,0.02026445,NYSE,0.59,202.49,-5.08
PDD,PDD Holdings Inc.,93.67,-0.1172958,-0.11,6038297,565607279.99,118434999152,0.34181105,-0.30356287,-0.06875611,NASDAQ,-1.73,93.78,-0.11
INTU,Intuit Inc.,409.29,-0.82866904,-3.42,1261512,516324246.48,114824845507.99998,0.39156522,-0.00611135,0.02445287,NASDAQ,-2.29,413.08,-3.79
BX,Blackstone Inc.,89.47,-2.23994755,-2.05,3298929,295155177.63,107588131964,0.70222276,-0.09490314,-0.30083565,NYSE,-0.1218,91.06,-1.59
INTC,Intel Corporation,25.53,-1.7699115,-0.46,43164496,1101989582.88,105617612841,0.48784981,0.01958864,0.04506534,NASDAQ,0,25.84,-0.31
AMAT,"Applied Materials, Inc.",116.37,-1.8306057,-2.17,5225892,608137052.0400001,98346431484,0.46192929,0.06018917,0.08342435,NASDAQ,0.86,118.325,-1.955
NOW,"ServiceNow, Inc.",444.81,-0.27128828,-1.21,1215196,540531332.76,90296429504,0.79460717,0.05625816,0.16445145,NYSE,-0.81,445.6,-0.79
AMT,American Tower Corporation (REIT),192.37,-3.12232462,-6.2,1907035,366856322.95,89576329736,0.49093061,-0.00519724,-0.10902861,NYSE,0.83,198.12,-5.75
PYPL,"PayPal Holdings, Inc.",74.91,-2.43553009,-1.87,9680262,725148426.42,84751177373,0.78216443,0.01334935,-0.05336179,NASDAQ,0.23,76.54,-1.63
ABNB,"Airbnb, Inc.",126.94,0.48286234,0.61,5590680,709680919.1999999,80216997244,0.71448498,0.00787712,0.0630517,NASDAQ,-0.083,125.74,1.2
SLB,Schlumberger N.V.,54.04,-2.366757,-1.31,6908405,373330206.2,76746986574,0.68374764,-0.09243853,-0.09243853,NYSE,-0.37,55.02,-0.98
EOG,"EOG Resources, Inc.",118.26,-2.19171284,-2.65,3020739,357232594.14,69504198072,0.41863736,0.00845594,0.08462385,NYSE,-1.15,119.8,-1.54
UBER,"Uber Technologies, Inc.",34.14,0.7674144,0.26,25538363,871879712.82,68618227320.99999,0.88985486,-0.02928258,0.19075569,NYSE,0,33.85,0.29
LRCX,Lam Research Corporation,479.66,-1.14587198,-5.56,938217,450025166.22,64723499626.99999,0.64759554,0.02919221,0.0698812,NASDAQ,1.34,486.77,-7.11
MELI,"MercadoLibre, Inc.",1264.91,0.68855173,8.65,559629,707880318.3900001,63571534123,0.63808729,0.03479691,0.25362204,NASDAQ,1.08,1260.96,3.95
MU,"Micron Technology, Inc.",55.56,-2.23473518,-1.27,13278335,737744292.6,60625768598,0.76957068,0.02699055,0.0720072,NASDAQ,0.03,56.5,-0.94
MPC,Marathon Petroleum Corporation,130.21,-1.29624015,-1.71,3592557,467786846.97,58014665559,0.65142914,0.03840836,0.08453735,NYSE,-0.2,131.56,-1.35
FCX,"Freeport-McMoRan, Inc.",40.14,-6.06131524,-2.59,16238943,651831172.02,57428045272,1.08212797,0.12468828,0.38754844,NYSE,0.03,42.19,-2.05
PANW,"Palo Alto Networks, Inc.",187.2,-0.37784046,-0.71,3055579,572004388.8,56648205570.99999,0.22633879,0.01068433,0.05879209,NASDAQ,0.05,187.78,-0.58
SCCO,Southern Copper Corporation,72.57,-5.47088707,-4.2,1689580,122612820.6,56103989013,0.99137304,0.19329007,-0.13073694,NYSE,0.03,76,-3.43
GM,General Motors Company,39.74,-1.7552534,-0.71,12126935,481924396.9,55422884948,0.45328556,0.11333585,0.17641129,NYSE,0.11,40.22,-0.48
OXY,Occidental Petroleum Corporation,60.85,-1.34565499,-0.83,12546880,763477648,54769407132,0.55251888,0.04931777,0.01643385,NYSE,1.25,61.315,-0.465
CHTR,"Charter Communications, Inc.",357.85,-3.05058113,-11.26,1085332,388386056.2000001,54626303958,0.68465188,-0.02793842,-0.04190178,NASDAQ,,368.23,-10.38
MRNA,"Moderna, Inc.",141.05,-2.0690134,-2.98,2777656,391788378.8,54493201704,0.38389816,-0.00708868,0.03545848,NASDAQ,-0.16,143.78,-2.73
SHOP,Shopify Inc.,42.46,-2.34590616,-1.02,13295688,564534912.48,54204549683,0.55720103,-0.11760555,-0.15283329,NYSE,-0.31,43.12,-0.66
NTES,"NetEase, Inc.",83.8,-3.0765672,-2.66,1957837,164066740.6,53573186783.41154,0.64056811,-0.0834625,-0.07154782,NASDAQ,-0.8,85.56,-1.76
KLAC,KLA Corporation,375.4,-1.12466089,-4.27,693392,260299356.8,51985303629.00001,0.57546014,0.10130902,0.14936918,NASDAQ,,379.74,-4.34
BIDU,"Baidu, Inc.",142.64,-4.59501037,-6.87,2811653,401054183.9199999,51937453323.5274,0.38366929,-0.05956761,-0.10507145,NASDAQ,-1.16,145.39,-2.75
F,Ford Motor Company,12.83,-1.15562404,-0.15,46540431,597113729.73,51142713601.00001,0.48022277,0.11709602,0.1953125,NYSE,-0.07,12.94,-0.11
VLO,Valero Energy Corporation,136.96,-1.95432744,-2.73,3577673,489998094.0800001,50832822687,0.66560844,-0.02189781,0.30023433,NYSE,-0.17,139.03,-2.07
BN,Brookfield Corporation,32.29,-3.69818073,-1.24,4361011,140817045.19,50478046523.13361,1.42311352,-0.03097414,0.09303768,NYSE,0.01,33.71,-1.42
NSC,Norfolk Southern Corporation,215.18,-3.25510296,-7.24,2692459,579363327.62,49014171277,1.28805575,-0.04645545,0.12098651,NYSE,1.48,221.25,-6.07
PXD,Pioneer Natural Resources Company,206.33,-1.55541772,-3.26,1851895,382101495.35,48488406780,0.27283527,-0.10649112,-0.01453488,NYSE,-0.72,208,-1.67
WDAY,"Workday, Inc.",186.64,-1.15453871,-2.18,1728902,322682269.28,48339759842,0.40426008,0,0.04824961,NASDAQ,,189.09,-2.45
PSX,Phillips 66,101.79,-2.10617426,-2.19,3119897,317574315.63,48109235395.99999,0.60879328,0.02653172,0.14954742,NYSE,0,103.74,-1.95
KKR,KKR & Co. Inc.,55.85,-2.15487036,-1.23,2861977,159841415.45000002,48092878877,0.93393697,0.07164607,0.32321781,NYSE,-0.05,56.75,-0.9
EW,Edwards Lifesciences Corporation,78.92,0.15228426,0.12,3494980,275823821.6,48008088823,0.63319556,-0.07595898,-0.22122495,NYSE,-2.42,78.85,0.07
FTNT,"Fortinet, Inc.",60.37,-1.53319198,-0.94,5258114,317432342.18,47334080738,0.96556489,0.00165618,0.10942552,NASDAQ,0.13,61,-0.63
SQ,"Block, Inc.",78.04,-3.42779359,-2.77,8082766,630779058.6400001,46673468307,0.36133406,0.08977812,-0.0128123,NYSE,-0.01,80.48,-2.44
NXPI,NXP Semiconductors N.V.,177.4,-1.41158164,-2.54,1330949,236110352.6,46038741604,0.63065987,0.00281873,0.14113131,NASDAQ,,180.41,-3.01
SNOW,Snowflake Inc.,142.45,0.26747378,0.38,4371876,622773736.1999999,45811919887.99999,0.38721297,0.19694732,-0.12431,NYSE,-1.05,141,1.45
TEAM,Atlassian Corporation,176.48,0.18734033,0.33,2097418,370152328.64,45418099587.99999,0.81663399,0.18156028,0.38660526,NASDAQ,0.09,176.83,-0.35
LVS,Las Vegas Sands Corp.,59,-1.5682349,-0.94,10668828,629460852,45092129211,1.17644833,0.02899145,0.05087333,NYSE,-0.23,59.69,-0.69
MCHP,Microchip Technology Incorporated,82.11,0.17079419,0.14,4364775,358391675.25,44979521555,0.83605883,0.01218175,0.23196191,NASDAQ,,82.77,-0.66
ADSK,"Autodesk, Inc.",205.48,-1.36802189,-2.85,1209793,248588265.64,44335905354,0.37313643,-0.02432735,0.0681796,NASDAQ,,209,-3.52
DXCM,"DexCom, Inc.",113.81,0.49448124,0.56,2304855,262315547.55,43977741831,0.50993991,-0.14916206,-0.13163668,NASDAQ,,113.24,0.57
ANET,"Arista Networks, Inc.",142.87,0.20339459,0.29,1482825,211851207.75,43774707265,0.54879174,0.02100252,-0.00699888,NYSE,0.93,144,-1.13
NUE,Nucor Corporation,171.21,-2.46667426,-4.33,1358575,232601625.75,43132810339,0.56481409,-0.01752029,-0.04962489,NYSE,0.06,174.49,-3.28
HES,Hess Corporation,136.88,-3.29918757,-4.67,1996098,273225894.24,41909981550.99999,1.00556806,0.05116959,-0.00730567,NYSE,-0.67,140.65,-3.77
SE,Sea Limited,80.06,21.83838076,14.35,50927139,4077226748.34,41327783808,9.42882744,-0.02496256,-0.11846125,NYSE,-0.76,70.64,9.42
APO,"Apollo Global Management, Inc. (New)",71.2,-1.84725669,-1.34,1551285,110451492,40630449479.00001,0.49525796,0.12656448,0.18291825,NYSE,,72.05,-0.85
LULU,lululemon athletica inc.,301.81,-0.91595535,-2.79,1974871,596035816.51,40081808273.00001,1.25814857,-0.00662756,-0.17863641,NASDAQ,1.03,305.73,-3.92
IQV,"IQVIA Holdings, Inc.",212.59,-3.17894066,-6.98,446519,94925474.21,39482772324,0.2956619,0.12713061,0.06117071,NYSE,,219.63,-7.04
IDXX,"IDEXX Laboratories, Inc.",473.99,-2.5032911,-12.17,267798,126933574.02,39295365683.00001,0.52065509,0.01688547,0.08659837,NASDAQ,,487.68,-13.69
ODFL,"Old Dominion Freight Line, Inc.",349.8,-0.89247769,-3.15,594423,207929165.4,38487243249,0.57375862,0.05148005,-0.04428761,NASDAQ,,352.86,-3.06
LNG,"Cheniere Energy, Inc.",155.71,-0.53656979,-0.84,1666270,259454901.7,37947148283,0.42737695,-0.05137756,-0.12193557,NYSE ARCA,-0.7,156.52,-0.81
FIS,"Fidelity National Information Services, Inc.",62.63,-1.95679399,-1.25,4832268,302644944.84000003,37072920110,0.46134165,-0.07179896,0.1439079,NYSE,,63.88,-1.25
WBD,"Warner Bros. Discovery, Inc. - Series A",14.82,-2.04890945,-0.31,11413127,169142542.14000002,36013044293,0.34136541,0.10131712,0.10131712,NASDAQ,0.01,15.075,-0.255
DVN,Devon Energy Corporation,55.03,-2.58452824,-1.46,9492546,522374806.38,35989619202,0.64398963,-0.06356125,0.05454545,NYSE,-0.18,56.11,-1.08
GFS,GlobalFoundries Inc.,65.06,-1.70720653,-1.13,1144704,74474442.24000001,35462447922,0.75531305,-0.09218006,-0.16886706,NASDAQ,-0.03,66.3,-1.24
MRVL,"Marvell Technology, Inc.",41.105,-2.75609179,-1.165,13917103,572062518.8149999,35070786111,0.67378205,0.07302824,0.12177302,NASDAQ,0.2713,42.04,-0.935
GEHC,GE HealthCare Technologies Inc.,76.25,-0.56077204,-0.43,1709375,130339843.75,34611866417,0.49639715,0.0393391,0.14439485,NASDAQ,-0.25,76.36,-0.11
HAL,Halliburton Company,37.85,-2.5990736,-1.01,5195861,196663338.85,34219471161.000004,0.48135887,-0.10559662,-0.14513788,NYSE,-0.13,38.56,-0.71
ON,ON Semiconductor Corporation,78.7,1.66645136,1.29,6445460,507257702,33995872058,0.58190137,-0.01270487,0.04449247,NASDAQ,1.03,78.03,0.67
MBLY,Mobileye Global Inc.,41.52,0.16887817,0.07,1493326,62002895.52,33295400000,0.50653371,0,0.50822846,NASDAQ,0.03,41.8,-0.28
SGEN,Seagen Inc.,177.5,0.08457852,0.15,991677,176022667.5,33155110053.999996,0.37233348,-0.08728706,-0.03943884,NASDAQ,,177.96,-0.46
ILMN,"Illumina, Inc.",208.46,-3.32514029,-7.17,1123256,234153945.76000005,32936681061.000004,0.68369862,0.05759539,0.08161306,NASDAQ,,215.51,-7.05
MTD,"Mettler-Toledo International, Inc.",1473.18,-2.17408627,-32.74,70471,103816467.78,32566378101,0.48869795,-0.20065348,-0.07601776,NYSE,,1508.31,-35.13
BKR,Baker Hughes Company,31.75,-1.61140378,-0.52,4133214,131229544.5,32106162369,0.63578303,-0.01574803,-0.26704367,NASDAQ,-0.1,32.13,-0.38
APTV,Aptiv PLC,116.58,-1.5787252,-1.87,1180816,137659529.28,31587303111,0.60169745,0.06007037,0.06865774,NYSE,,118.6,-2.02
DLTR,"Dollar Tree, Inc.",142.02,-1.41607663,-2.04,1573249,223432822.98,31412620617.999996,0.37063264,0.09514748,0.09162027,NASDAQ,0.4,143.7,-1.68
BNTX,BioNTech SE,129.02,-1.91576707,-2.52,404472,52184977.44000001,31354338474,0.42746643,-0.07740537,-0.13538081,NASDAQ,-0.5,131.02,-2
ENPH,"Enphase Energy, Inc.",224.21,-0.50587974,-1.14,2938485,658837721.85,30604087738,0.7194555,-0.01338031,0.14294648,NASDAQ,-1.2,225.17,-0.96
DLR,"Digital Realty Trust, Inc.",102.95,-2.25028485,-2.37,1571196,161754628.20000002,29974629302,0.58037218,0.02914885,-0.25191357,NYSE,,105.62,-2.67
CRWD,"CrowdStrike Holdings, Inc.",124.93,-2.08480288,-2.66,9776378,1221362903.54,29283317140,1.00093707,-0.0799936,-0.02401153,NASDAQ,6.77,127,-2.07
ALB,Albemarle Corporation,248.9,-3.11028066,-7.99,1331628,331442209.2,29170575302.000004,0.60295194,0.08847066,0.13477902,NYSE,0.1,254.46,-5.56
CSGP,"CoStar Group, Inc.",70.64,-1.7114234,-1.23,1514430,106979335.2,28734404237,0.24140617,0.02832059,0.09919229,NASDAQ,,72.1,-1.46
GPN,Global Payments Inc.,108.82,-3.36559808,-3.79,1689505,183851934.1,28636423937.999996,1.01576144,-0.15139004,-0.25206233,NYSE,,112.31,-3.49
TTD,"The Trade Desk, Inc.",57.64,1.42530354,0.81,3546480,204419107.2,28273431525,0.60979872,-0.01734305,0.10418475,NASDAQ,0.01,56.89,0.75
VEEV,Veeva Systems Inc.,175.07,-0.73708681,-1.3,825057,144442728.98999998,27256396852.999996,0.32464322,-0.10839181,-0.06848533,NYSE,-0.6182,176.99,-1.92
DELL,Dell Technologies Inc.,38,-2.73867417,-1.07,4812983,182893354,27212875263,0.59836784,-0.09202051,0.01315963,NYSE,0.15,39.12,-1.12
SBAC,SBA Communications Corporation,246.07,-3.9426943,-10.1,1192588,293460129.15999997,26585146618,0.7173795,-0.00812777,-0.16838091,NASDAQ,,256.06,-9.99
IT,"Gartner, Inc.",334.6,-1.99753969,-6.82,522783,174923191.8,26453674784,1.23612405,-0.11195868,-0.02539929,NYSE,,340.88,-6.28
FANG,"Diamondback Energy, Inc.",142.74,-0.56426332,-0.81,2709868,386806558.32000005,26205685002.999996,0.72655975,0.01401345,0.04205214,NASDAQ,-0.34,142.47,0.27
ALGN,"Align Technology, Inc.",334.78,-0.30375223,-1.02,933204,312418035.11999995,25647603186.000004,0.67922336,0.08672768,-0.05674013,NASDAQ,,337.02,-2.24
CEG,Constellation Energy Corporation,77.9,-1.14213198,-0.9,2203903,171684043.70000002,25483513463,0.74853373,-0.02566735,0.17359995,NASDAQ,,79.07,-1.17
YUMC,"Yum China Holdings, Inc.",60.7,-1.02722974,-0.63,1783322,108247645.4,25396926259,0.66949287,-0.09874918,-0.11518842,NYSE,-0.8,61.15,-0.45
RBLX,Roblox Corporation,41.57,2.46487552,1,12693516,527669460.12,24975913487,0.74858947,-0.03607504,-0.03607504,NYSE,0.03,40.555,1.015
TROW,"T. Rowe Price Group, Inc.",111.27,-2.89728598,-3.32,1635516,181983865.32,24968867718.000004,0.76817402,-0.03594213,0.14402737,NASDAQ,0,114.64,-3.37
CPNG,"Coupang, Inc.",13.95,-2.71966527,-0.39,7194950,100369552.5,24750697069.000004,0.4341028,0.14347202,0.28735632,NYSE,0.01,14.28,-0.33
EFX,"Equifax, Inc.",199.97,-2.64836181,-5.44,644551,128890863.47,24493925302,0.74525511,-0.0050015,0.07007358,NYSE,,205.69,-5.72
ALNY,"Alnylam Pharmaceuticals, Inc.",194.34,-2.68402604,-5.36,720064,139937237.76,24123614480,0.35045737,-0.04630582,-0.31301314,NASDAQ,,201.66,-7.32
CQP,"Cheniere Energy Partners, LP",49.66,-0.42109485,-0.21,267762,13297060.92,24037009987.000004,0.7428606,0.36334275,0.70893255,NYSE ARCA,0.27,49.93,-0.27
SPOT,Spotify Technology S.A.,126.33,-0.03956322,-0.05,2110459,266614285.47,24032108467,1.01112768,-0.08699091,-0.03165058,NYSE,0.56,127.11,-0.78
DDOG,"Datadog, Inc.",74.82,-2.2982502,-1.76,3325948,248847429.36,23767759040,0.66406784,0.00668315,-0.02672368,NASDAQ,0.08,76.58,-1.76
PWR,"Quanta Services, Inc.",162.97,-0.24484299,-0.4,607280,98968421.6,23467764724.000004,0.30847987,-0.02759974,-0.05212006,NYSE,,163.7,-0.73
MPWR,"Monolithic Power Systems, Inc.",492.8,-0.88694918,-4.41,205238,101141286.4,23311903573,0.38579476,0.05075009,0.26242448,NASDAQ,,495.98,-3.18
FSLR,"First Solar, Inc.",214.29,0.9373528,1.99,3525957,755577325.53,22845261762,0.54831309,-0.0023328,0.20571322,NASDAQ,0.26,212.5,1.79
IFF,"International Flavors & Fragrances, Inc.",89.07,-2.97385621,-2.73,2213800,197183165.99999997,22718347483,0.86426603,0.07865169,0.10114633,NYSE,-0.7023,91.22,-2.15
DASH,"DoorDash, Inc.",58.16,3.94995532,2.21,7913190,460231130.4,22580613012,1.36695181,0.12054417,0.06023578,NYSE,-0.48,55.68,2.48
STLD,"Steel Dynamics, Inc.",130.99,-0.75011365,-0.99,1270035,166361884.65,22474963571,0.44087537,-0.06104074,0.12789278,NASDAQ,,131.43,-0.44
NU,Nu Holdings Ltd.,4.83,-2.42424242,-0.12,23826734,115083125.22,22117689579,0.61306098,0,0.31152648,NYSE,0.02,4.89,-0.06
EXR,Extra Space Storage Inc,163.78,-2.08644706,-3.49,670014,109734892.92,22107848233,0.30423062,-0.03051944,-0.18892071,NYSE,,166.96,-3.18
FRC,FIRST REPUBLIC BANK,115.6,-5.30023757,-6.47,2340520,270564112,21154799721,0.88676401,-0.13820506,-0.03458712,NYSE,,121.19,-5.59
PFG,Principal Financial Group Inc,84.33,-1.59859977,-1.37,1378278,116230183.74,20500971389,0.52409931,0.02965423,-0.04741022,NASDAQ,,85.45,-1.12
TECK,Teck Resources Ltd,39.3,-4.54214234,-1.87,3891712,152944281.6,20390168419.26906,0.53594735,-0.03814367,0.05090354,NYSE,0.07,40.69,-1.39
ZM,"Zoom Video Communications, Inc.",69.65,-2.35525025,-1.68,3100882,215976431.3,20360244541,0.31189067,-0.0143575,-0.0143575,NASDAQ,0.25,71.64,-1.99
LPLA,LPL Financial Holdings Inc.,254.03,0.23675177,0.6,509068,129318544.04,19985496957.999996,0.42904112,0.05908303,0.17350842,NASDAQ,,253.43,0.6
PODD,Insulet Corporation,286.52,-1.39381216,-4.05,373536,107025534.72,19925247347.000004,0.2722697,0.21510642,0.14680182,NASDAQ,,290.93,-4.41
HUBS,"HubSpot, Inc.",402.74,0.46899167,1.88,468715,188770279.1,19892231235,0.55488762,0.13409928,-0.03725505,NYSE,,401,1.74
CTRA,Coterra Energy Inc.,25.87,0.81839439,0.21,8907905,230447502.35,19874858675.999996,0.61547008,-0.03863241,-0.03863241,NYSE,-0.06,25.68,0.19
TTWO,"Take-Two Interactive Software, Inc.",116.88,1.01114856,1.17,2273492,265725744.95999995,19714678607.000004,0.96283788,-0.03421728,-0.01711157,NASDAQ,,115.96,0.92
NET,"Cloudflare, Inc.",59.6,-0.83194676,-0.5,2488754,148329738.4,19697685272,0.46899278,0.10078952,0.09238263,NYSE,0.15,60.25,-0.65
BAX,Baxter International Inc.,38.99,-1.8131453,-0.72,6239110,243262898.9,19677167962,0.64079917,-0.02563774,-0.12805737,NYSE,1.01,39.62,-0.63
ICLR,ICON plc,229.45,-2.63515234,-6.21,325912,74780508.39999999,18733509000.999996,0.34903467,-0.03486902,-0.24357357,NASDAQ,,235,-5.55
RCL,D/B/A Royal Caribbean Cruises Ltd.,73.26,-1.21359223,-0.9,2220810,162696540.60000002,18706993414,0.5716781,-0.02742526,-0.06819422,NYSE,0.04,74.16,-0.9
SNAP,Snap Inc.,11.72,0.51457976,0.06,67923384,796062060.48,18533333365.999996,1.68389624,-0.21294719,-0.08528785,NYSE,-0.39,11.71,0.01
CINF,Cincinnati Financial Corporation,117.84,-2.55519722,-3.09,562357,66268148.88,18529228201,0.72018275,-0.02544745,-0.03392706,NASDAQ,,120.76,-2.92
SEDG,"SolarEdge Technologies, Inc.",328.37,-1.23616458,-4.11,756306,248348201.22,18436862137,0.50453861,-0.10955236,-0.19459394,NASDAQ,,331.43,-3.06
WAT,Waters Corporation,309.13,-3.87449859,-12.46,489751,151396726.63,18221224650,0.88098627,0.12956305,-0.08726568,NYSE,,322.17,-13.04
MOS,Mosaic Company (The),54.15,-3.68196371,-2.07,4547666,246256113.9,18220756664,0.62182946,-0.02769827,-0.00923446,NYSE,-0.12,55.66,-1.51
PINS,"Pinterest, Inc.",26.64,-0.14992504,-0.04,8850646,235781209.44,18216519151,0.51147257,0.07513148,0.13155422,NYSE,-0.3,26.72,-0.08
BBY,"Best Buy Co., Inc.",82.26,-0.04860267,-0.04,1889410,155422866.60000002,18201214136,0.41524821,0,0.11562101,NYSE,-1.06,82.9,-0.64
HWM,Howmet Aerospace Inc.,43.35,-0.9369287,-0.41,4328393,187635836.55,17872460351,0.99892658,-0.05763689,-0.10369858,NYSE,,43.76,-0.41
SWKS,"Skyworks Solutions, Inc.",112.04,-0.64733528,-0.73,1517937,170069661.48000002,17811465802,0.60201776,0.05803831,-0.03122352,NASDAQ,-0.04,112.97,-0.93
UAL,"United Airlines Holdings, Inc.",54.01,2.99389779,1.57,9884502,533861953.02,17666291682,1.32247003,-0.01850995,0,NASDAQ,0.24,53.18,0.83
EPAM,"EPAM Systems, Inc.",305.33,-1.61435845,-5.01,294894,90039985.02,17610821065,0.48538117,0.03601952,-0.08340011,NYSE,10.2832,309.55,-4.22
TRGP,"Targa Resources, Inc.",77.03,-1.83509622,-1.44,1480449,114038986.47,17458031861,0.44291623,0.01298364,-0.02595717,NYSE,,78.22,-1.19
SUI,"Sun Communities, Inc.",140.5,-3.60205832,-5.25,458560,64427680,17435940449,0.29351793,0,-0.03557453,NYSE,,145.8,-5.3
CHWY,"Chewy, Inc.",41.08,1.60771704,0.65,2894444,118903759.52,17391154211,0.58110358,-0.1459144,-0.17019207,NYSE,-0.01,40.39,0.69
PAYC,"Paycom Software, Inc.",287.4,-1.82079049,-5.33,336484,96705501.6,17336277809,0.38038944,-0.15978325,-0.18232015,NYSE,,292.95,-5.55
PLTR,Palantir Technologies Inc.,8.28,0,0,26818965,222061030.2,17246701639.999996,0.45698939,0.31378345,0.1814882,NYSE,0.11,8.275,0.005
BALL,Ball Corporation,54.83,-2.22895863,-1.25,1052276,57696293.08,17239899231,0.34556062,-0.05468465,-0.09110787,NYSE,,55.84,-1.01
ZS,"Zscaler, Inc.",117.88,-1.6108839,-1.93,3749056,441938721.28,16999737806.000002,0.73494621,-0.10170353,-0.23276482,NASDAQ,-0.87,119.7,-1.82
OWL,Blue Owl Capital Inc.,12.19,-2.48,-0.31,3525356,42974089.64,16993967564,0.53019038,0.08210181,0.04103406,NYSE,,12.48,-0.29
TW,Tradeweb Markets Inc.,71.85,-0.80077316,-0.58,831225,59723516.24999999,16848908284.000002,0.81409042,-0.05564056,0.06963788,NASDAQ,,72.63,-0.78
EDR,"Endeavor Group Holdings, Inc.",23.83,0.8037225,0.19,1851977,44132611.91,16665212623,0.56266893,0.08396306,0.02097755,NYSE,,23.73,0.1
COO,"The Cooper Companies, Inc.",336.34,-2.78909795,-9.65,360508,121253260.71999998,16633918383.000002,0.44902417,0,-0.10543667,NYSE,,345.93,-9.59
SPLK,Splunk Inc.,101.11,-2.11056249,-2.18,1676405,169501309.55,16551706791,0.51007627,0.06432777,-0.03954523,NASDAQ,-0.065,103.46,-2.35
EXPE,"Expedia Group, Inc.",107.51,-0.95808383,-1.04,2381583,256043988.33,16486478950.000002,0.57894226,0.04653327,0.11641444,NASDAQ,0.19,108.75,-1.24
AES,The AES Corporation,24.51,-1.96,-0.49,2799957,68626946.07000001,16392892226,0.34434354,-0.12224939,-0.21374046,NYSE,0.04,25.15,-0.64
KEY,KeyCorp,17.55,-3.30578512,-0.6,21675504,380405095.2,16353536823,1.28254655,0,0.08549444,NYSE,0.02,17.85,-0.3
CF,"CF Industries Holdings, Inc.",83.19,-3.27868852,-2.82,2227111,185273364.09,16285968770.999998,0.5345763,0.04207489,0.13837916,NYSE,0.11,85.17,-1.98
LYV,"Live Nation Entertainment, Inc.",70.25,-3.2369146,-2.35,1876938,131854894.5,16269285141,0.52229089,-0.08533637,0.02847786,NYSE,,72.36,-2.11
WMG,Warner Music Group Corp.,31.51,-1.86857677,-0.6,1404647,44260426.97,16257233932,0.62469108,-0.06345178,0,NASDAQ,0,32.11,-0.6
RKT,"Rocket Companies, Inc.",8.23,-5.29344074,-0.46,3655603,30085612.69,16218514828,0.96933207,0,-0.12135922,NYSE,-0.062,8.7,-0.47
AXON,"Axon Enterprise, Inc.",222.24,0.38847231,0.86,720339,160088139.36,16192902038,0.38593448,-0.06521104,-0.15277466,NASDAQ,4.43,222.12,0.12
MRO,Marathon Oil Corporation,25.66,-2.21036585,-0.58,8339111,213981588.26,16156926029,0.68330013,0.02299827,0,NYSE,-0.15,26.05,-0.39
MOH,Molina Healthcare Inc,276.4,-1.63351009,-4.59,361598,99945687.19999997,16141760065,0.56194856,-0.06327626,0.11591263,NYSE,,281.66,-5.26
AVTR,"Avantor, Inc.",23.79,-3.05623472,-0.75,6382864,151848334.56,16045011041,0.61963846,0.21052632,0.27385717,NYSE,-0.14,24.49,-0.7
