Ticker,Description,Price,Change %,Change,Volume,Volume*Price,Market Capitalization,Relative Volume at Time,"Change 1m, %","Change 5m, %",Exchange,Pre-market Change,Open,Change from Open
HCP,"HashiCorp, Inc.",31.92,-1.66358595,-0.54,911346,29090164.32,6139616257,0.53026496,0.09404389,0.31416902,NASDAQ,0.37,32.46,-0.54
NTNX,"Nutanix, Inc.",26.5,-7.89016336,-2.27,6258324,165845586,6097930786,2.93584268,0,-0.26355422,NASDAQ,-0.02,27.04,-0.54
CYBR,CyberArk Software Ltd.,148.44,-1.15860967,-1.74,243974,36215500.56,6090281340,0.67214572,-0.22183383,-0.44268563,NASDAQ,,149.81,-1.37
SOFI,"SoFi Technologies, Inc.",6.51,-2.54491018,-0.17,28341917,184505879.67,6083933349,0.96506275,0,-0.03073613,NASDAQ,-0.0195,6.71,-0.2
DDS,"Dillard's, Inc.",354.42,0.45064195,1.59,157705,55893806.1,6069412057.999999,0.53927306,-0.05639363,-0.16477249,NYSE,,356.19,-1.77
MKSI,"MKS Instruments, Inc.",91.13,-2.09497207,-1.95,666806,60766030.77999999,6060762214.000001,0.68636555,0.03293085,-0.09866257,NASDAQ,,92.82,-1.69
CMC,Commercial Metals Company,51.59,-1.09279141,-0.57,921507,47540546.13,6042358325.999999,0.5451023,0.0290895,0.31116297,NYSE,,51.87,-0.28
OGN,Organon & Co.,23.74,-1.57545605,-0.38,2114026,50186977.23999999,6039046099,0.67262726,-0.12620951,-0.3567681,NYSE,,24.21,-0.47
DXC,DXC Technology Company,26.47,-7.05758427,-2.01,2233694,59125880.18,6026755086,1.47260043,-0.09435743,-0.28253908,NYSE,,27.77,-1.3
PBF,PBF Energy Inc.,46.69,-1.01759593,-0.48,2035299,95028110.31,6021847027,0.53375302,0.02142245,0.23615286,NYSE,0,46.95,-0.26
MPW,"Medical Properties Trust, Inc.",10.06,-4.28163654,-0.45,12813333,128902129.98,6018898128,0.45428487,0,-0.14888337,NYSE,0.0685,10.52,-0.46
DISH,DISH Network Corporation,11.34,4.03669725,0.44,11515489,130585645.26,6018208434.999999,0.92829428,-0.04405286,0.13239188,NASDAQ,0.05,11.46,-0.12
RXDX,"Prometheus Biosciences, Inc.",126.29,3.05181559,3.74,588569,74330379.01,6002605983.999999,1.17145359,-0.01583406,-0.26062233,NASDAQ,,123.67,2.62
BLCO,Bausch + Lomb Corporation,17.13,-0.81065431,-0.14,134754,2308336.02,5995510000,0.25912277,0.11695906,-0.05837712,NYSE,,17.26,-0.13
VRT,"Vertiv Holdings, LLC",15.84,-2.16182829,-0.35,1725833,27337194.72,5981830458,0.25523058,0,0.18975332,NYSE,,16.14,-0.3
CHRD,Chord Energy Corporation,143.41,-0.02788428,-0.04,752892,107972241.72,5969664605.000001,0.55900101,-0.11840914,-0.06968641,NASDAQ,,142.93,0.48
GXO,"GXO Logistics, Inc.",50.16,-1.41509434,-0.72,334344,16770695.04,5957794624,0.33964319,0.15974441,0.11976048,NYSE,,50.77,-0.61
CPRI,Capri Holdings Limited,47.27,-1.7051362,-0.82,3403415,160879427.05,5942290436,1.07658124,0.13763896,0.23314964,NYSE,,48.13,-0.86
ESTC,Elastic N.V.,61.35,-1.61962797,-1.01,1143103,70129369.05,5919806321,0.44201309,0.2287208,0.08972999,NYSE,,61.99,-0.64
SWN,Southwestern Energy Company,5.38,0.56074766,0.03,14811962,79688355.56,5917628412.000001,0.29318735,-0.27803522,-0.37037037,NYSE,-0.01,5.35,0.03
MLCO,Melco Resorts & Entertainment Limited,13.28,-2.63929619,-0.36,2675876,35535633.28,5910779795,0.53637195,0,-0.3003003,NASDAQ,0.38,13.56,-0.28
ATKR,Atkore Inc.,149.42,-1.91676513,-2.92,328120,49027690.4,5902792728,0.60425048,-0.06353028,0.14743332,NYSE,,152.2,-2.78
SMAR,Smartsheet Inc.,44.9,0.9442446,0.42,909081,40817736.9,5896715227,0.63494613,0.21202991,0.43619282,NYSE,,44.65,0.25
HALO,"Halozyme Therapeutics, Inc.",43.4,-4.57343887,-2.08,2075376,90071318.39999999,5868246944.000001,1.63643081,-0.12662599,-0.18407731,NASDAQ,,45.62,-2.22
RCM,R1 RCM Inc.,14.05,-0.28388928,-0.04,1291933,18151658.65,5854097142,0.42393139,0,-0.53097345,NASDAQ,0.01,13.805,0.245
CIVI,"Civitas Resources, Inc.",72.87,-2.34521576,-1.75,1011656,73719372.72,5844893401.999999,0.55547085,0.07552352,0.0274499,NYSE,,74.17,-1.3
THC,Tenet Healthcare Corporation,57.12,-4.51354062,-2.7,1753165,100140784.8,5841896555,0.83795701,0.09638132,0.15781168,NYSE,,59.8,-2.68
CNM,"Core & Main, Inc.",23.72,-0.62840385,-0.15,749422,17776289.84,5832706262,0.59904899,-0.21034918,-0.35706784,NYSE,,23.82,-0.1
NE,Noble Corporation plc A,43.34,-4.22099448,-1.91,971993,42126176.62000001,5825367274,0.27394,0.13863216,0.0230787,NYSE,-0.49,45.02,-1.68
QDEL,QuidelOrtho Corporation,87.56,0.73630925,0.64,385887,33788265.72,5823225495,0.69590278,0.06857143,0.18306636,NASDAQ,,86.61,0.95
OPCH,"Option Care Health, Inc.",32.3,-0.76804916,-0.25,1301933,42052435.9,5797286032,0.31359965,-0.03094059,0.06193868,NASDAQ,,32.65,-0.35
IPGP,IPG Photonics Corporation,121.11,-1.03775127,-1.27,242007,29309467.77,5768123421.999999,0.84635565,0.11576945,0.24010598,NASDAQ,,122.7,-1.59
GMED,"Globus Medical, Inc.",57.5,-2.87162162,-1.7,1122448,64540760,5766564798.000001,0.50706886,-0.00869641,0.06091724,NYSE,0.25,59.16,-1.66
COHR,Coherent Corp.,41.34,-3.34346505,-1.43,705138,29150404.92,5744716458.000001,0.36969327,0,-0.13286629,NYSE,,42.64,-1.3
M,Macy's Inc,21.12,-2.53807107,-0.55,9045954,191050548.48,5725885013,0.56644356,-0.07097232,-0.25974026,NYSE,0,21.79,-0.67
HQY,"HealthEquity, Inc.",67.41,2.13636364,1.41,870717,58695032.97,5705571354,1.23967324,-0.09633197,-0.08892841,NASDAQ,,66.04,1.37
CRUS,"Cirrus Logic, Inc.",103.23,0.4280572,0.44,304778,31462232.94,5704197225,0.52218205,-0.0048452,-0.08714175,NASDAQ,,103.19,0.04
LNW,"Light & Wonder, Inc.",62.66,0.27204353,0.17,423561,26540332.26,5701999751.000001,0.54469774,0.01596424,0.1278568,NASDAQ,,62.74,-0.08
CACC,Credit Acceptance Corporation,441.23,-1.22011283,-5.45,76778,33876756.94000001,5662475651.999999,0.69601948,0.15844273,-0.34232692,NASDAQ,,446.68,-5.45
MUSA,Murphy USA Inc.,260.74,-0.06515657,-0.17,333629,86990425.46000001,5658303167,0.9714385,-0.13787821,0.05180254,NYSE,,261.89,-1.15
MP,MP Materials Corp.,31.76,-4.91017964,-1.64,1750009,55580285.84,5641141300,0.33953478,-0.11011483,0.03150599,NYSE,0.03,33.08,-1.32
TREX,"Trex Company, Inc.",51.03,0.27510316,0.14,889881,45410627.43,5599949419,0.37902815,-0.09788567,-0.37094885,NYSE,,50.89,0.14
APG,APi Group Corporation,23.47,-1.01223113,-0.24,4672510,109663809.69999997,5598461496,2.99727291,0.10670081,0.06399317,NYSE,0.22,23.8,-0.33
PPC,Pilgrim's Pride Corporation,23.67,-0.75471698,-0.18,454601,10760405.67,5597229778,0.35807563,0,-0.16877637,NASDAQ,,23.89,-0.22
WIX,Wix.com Ltd.,95.145,1.69410004,1.585,904568,86065122.36,5593256496,0.4539783,0.1578615,0.11571639,NASDAQ,-0.045,93.92,1.225
TXG,"10x Genomics, Inc.",48.22,-0.43361553,-0.21,859408,41440653.76,5584189895,0.66335812,-0.10358401,-0.31010957,NASDAQ,,48.22,0
FOUR,"Shift4 Payments, Inc.",68.27,-3.84507042,-2.73,1844913,125952210.51,5579379221.999999,0.55619932,0.17605634,0.14667058,NYSE,,70.8,-2.53
INFA,Informatica Inc.,17.01,-1.6194332,-0.28,424462,7220098.62,5563845575.999999,0.48969536,0.05882353,0.17667845,NYSE,,17.32,-0.31
SLAB,"Silicon Laboratories, Inc.",174.06,-1.58317313,-2.8,376176,65477194.56,5552364791,0.81271096,0.00574581,0.21303547,NASDAQ,,177.49,-3.43
NWL,Newell Brands Inc.,13.36,-0.89020772,-0.12,6172290,82461794.39999999,5525695940,0.71805104,0.03743916,0.3003003,NASDAQ,0.16,13.46,-0.1
CCCS,CCC Intelligent Solutions Holdings Inc.,8.84,-0.45045045,-0.04,1533212,13553594.08,5525503496.000001,1.15411727,-0.11325028,-0.05665722,NASDAQ,,8.9,-0.06
VAL,Valaris Limited,73.49,-2.85525446,-2.16,1112225,81737415.25,5525058800,0.59478629,-0.14945652,-0.16302133,NYSE,,75.09,-1.6
NSA,National Storage Affiliates Trust,43.28,-1.36736554,-0.6,608186,26322290.08,5521278878,0.39531917,0.0693802,0.02311604,NYSE,,43.81,-0.53
HGV,Hilton Grand Vacations Inc.,49.14,-2.13104959,-1.07,1251148,61481412.72,5512467786,0.87826147,0.12224939,-0.03051572,NYSE,,50.18,-1.04
BROS,Dutch Bros Inc.,33.58,-1.66910688,-0.57,965172,32410475.76,5501400432.000001,0.33428295,0.10430636,-0.2672209,NYSE,-0.08,34.03,-0.45
GME,GameStop Corporation,18.06,-3.16353887,-0.59,2375301,42897936.06,5500679673,0.55764855,-0.27609056,-0.35862069,NYSE,0,18.54,-0.48
FAF,First American Corporation (New),53.29,-1.47901645,-0.8,448531,23902216.99,5495975726,0.4815784,0.11273957,-0.03752345,NYSE,-3.13,53.55,-0.26
ALIT,"Alight, Inc.",9.63,-1.83486239,-0.18,2377663,22896894.69,5485127920,0.19734134,-0.15535992,-0.20703934,NYSE,-0.03,9.73,-0.1
EEFT,"Euronet Worldwide, Inc.",109.6,-0.59858516,-0.66,234607,25712927.2,5460949198,0.70615439,0.02738226,0.02738226,NASDAQ,,110.64,-1.04
HUN,Huntsman Corporation,28.37,-2.50859107,-0.73,1613517,45775477.29,5449861750,0.41239286,0.07054674,0.21193924,NYSE,,29.04,-0.67
EHC,Encompass Health Corporation,54.6,-0.40131339,-0.22,831124,45379370.4,5448450168,0.5722725,0.11918951,0.1283697,NYSE,,54.75,-0.15
EXLS,"ExlService Holdings, Inc.",162.83,-2.53785838,-4.24,170393,27745092.19,5422343911,0.65731863,0.05225624,0.02765827,NASDAQ,,167,-4.17
ATI,ATI Inc.,42.1,-0.96447895,-0.41,1004359,42283513.9,5414534791,0.48418377,0.02376991,-0.10682493,NYSE,,42.38,-0.28
UNVR,Univar Solutions Inc.,34.02,-2.40963855,-0.84,1007003,34258242.06,5379038298.000001,0.50217756,-0.19075569,-0.19075569,NYSE,,34.74,-0.72
EXEL,"Exelixis, Inc.",16.48,0.06071645,0.01,2448828,40356685.44,5340959236,0.74283148,-0.15156108,-0.24227741,NASDAQ,0,16.54,-0.06
SPSC,"SPS Commerce, Inc.",146.99,-2.44242384,-3.68,143919,21154653.81,5337535885,0.72087136,0.04761581,-0.0543626,NASDAQ,,150.76,-3.77
ENLC,"EnLink Midstream, LLC",11.33,-2.41171404,-0.28,2475952,28052536.16,5332310876,0.69067955,-0.17621145,-0.22016733,NYSE,0,11.59,-0.26
FIX,"Comfort Systems USA, Inc.",149.08,-1.16024664,-1.75,173626,25884164.08,5327827206.000001,0.34900517,-0.19414876,-0.31427616,NYSE,,151.5,-2.42
ALTR,Altair Engineering Inc.,66.44,0.18094089,0.12,450005,29898332.2,5324690645,0.59400812,0.1507159,0.10545345,NASDAQ,,66.5,-0.06
IGT,International Game Technology,26.29,-1.90298507,-0.51,1022934,26892934.86,5318204109,0.50718787,-0.24663252,-0.20876827,NYSE,,26.83,-0.54
RIG,Transocean Ltd (Switzerland),7.29,-3.95256917,-0.3,18063704,131684402.16,5294462585,0.49894797,-0.27359781,-0.54570259,NYSE,-0.01,7.64,-0.35
SMCI,"Super Micro Computer, Inc.",98.51,0.21363174,0.21,966455,95205482.05000003,5283796494,0.5046923,-0.02496838,0.18817068,NASDAQ,-0.01,98.55,-0.04
DNB,"Dun & Bradstreet Holdings, Inc.",12.05,-1.79299104,-0.22,2608650,31434232.5,5248459074,0.57484395,-0.08291874,-0.20703934,NYSE,,12.29,-0.24
FLR,Fluor Corporation,36.81,-0.16273393,-0.06,1012268,37261585.08000001,5239228786,0.28543627,-0.12210012,-0.12210012,NYSE,,36.94,-0.13
RHP,"Ryman Hospitality Properties, Inc. (REIT)",94.96,-1.15540752,-1.11,469432,44577262.72,5238651007,0.70735537,-0.0421097,-0.35680554,NYSE,,96.3,-1.34
NOVT,Novanta Inc.,146.53,-2.99238663,-4.52,141175,20686372.75,5237135559,0.81226117,0.04778157,-0.13626763,NASDAQ,,151.02,-4.49
RUN,Sunrun Inc.,24.39,-2.55693168,-0.64,4928183,120198383.37,5229618399,0.37185217,-0.12285012,-0.08193363,NASDAQ,0.05,24.905,-0.515
PNFP,"Pinnacle Financial Partners, Inc.",68.16,-4.87090021,-3.49,634702,43261288.32,5223959446,1.04693377,-0.13922474,-0.07332453,NASDAQ,0.14,71.1,-2.94
ELAN,Elanco Animal Health Incorporated,10.62,-2.0295203,-0.22,6860447,72857947.14,5220191782,0.71984793,0.14130947,0.14130947,NYSE,0.08,10.83,-0.21
UFPI,"UFP Industries, Inc.",83.48,-1.32387707,-1.12,582923,48662412.04,5144674301,0.29012279,-0.15555821,-0.1734761,NASDAQ,,84.65,-1.17
OMF,"OneMain Holdings, Inc.",42.31,-0.98291598,-0.42,1163894,49244355.14,5111547343,0.80588412,-0.03544005,-0.05905279,NYSE,0.49,42.8,-0.49
BEPC,Brookfield Renewable Corporation,29.68,0.6442862,0.19,839286,24910008.48,5111433079.000001,0.75231096,0,-0.08416092,NYSE,-0.3,29.56,0.12
ABG,Asbury Automotive Group Inc,235.48,0.01698947,0.04,169539,39923043.72,5106950849,0.56445488,-0.20765352,-0.16111252,NYSE,,235.25,0.23
TNET,"TriNet Group, Inc.",85.13,0.82908919,0.7,324536,27627749.68,5106449545,0.60731306,-0.02347693,0.30620657,NYSE,,84.67,0.46
IONS,"Ionis Pharmaceuticals, Inc.",35.66,-1.62758621,-0.59,487607,17388065.62,5097739431,0.30805933,-0.1400168,-0.1400168,NASDAQ,,36.49,-0.83
COKE,"Coca-Cola Consolidated, Inc.",543.1,-1.16469518,-6.4,35586,19326756.6,5090850161.000001,,0.06174034,0.16973857,NASDAQ,,548.43,-5.33
WING,Wingstop Inc.,169.68,-1.86234818,-3.22,694031,117763180.08,5078975002.999999,0.59072773,-0.14729276,-0.20021199,NASDAQ,,174.01,-4.33
PRGO,Perrigo Company plc,37.71,2.02922078,0.75,1498489,56508020.19,5077591879,0.71582189,0.01325732,0.10615711,NYSE,,37.24,0.47
NEWR,"New Relic, Inc.",73.69,-1.14032734,-0.85,284006,20928402.14,5076024658,0.41071634,0.05434783,0,NYSE,,74.61,-0.92
CC,Chemours Company (The),34.21,-3.8504778,-1.37,1309839,44809592.19,5074568632,0.76918534,0.11709602,0.14641288,NYSE,,35.52,-1.31
TENB,"Tenable Holdings, Inc.",44.58,-1.13107119,-0.51,823694,36720278.52,5066444151,0.96087952,-0.05604753,-0.17689603,NASDAQ,,45.06,-0.48
AM,Antero Midstream Corporation,10.58,-1.12149533,-0.12,2047966,21667480.28,5063729448,0.6746056,-0.28275212,-0.28275212,NYSE,-0.02,10.67,-0.09
LNC,Lincoln National Corporation,29.89,-1.45070887,-0.44,2861828,85540038.92,5058014923,0.61769331,-0.10026738,-0.05015884,NYSE,,30.34,-0.45
PVH,PVH Corp.,79.79,-0.83271191,-0.67,568912,45393488.48,5056403065,0.62344185,0,0.13803489,NYSE,,80.68,-0.89
FOXF,Fox Factory Holding Corp.,119.21,-1.92513369,-2.34,108849,12975889.29,5038987616.000001,0.19794996,0.02517412,0.03776594,NASDAQ,,121.61,-2.4
MTSI,"MACOM Technology Solutions Holdings, Inc.",70.49,0.05677786,0.04,904122,63731559.77999999,4986105202,1.8517391,0.21306818,0.1632711,NASDAQ,,70.12,0.37
AAON,"AAON, Inc.",92.33,-0.77377754,-0.72,399133,36851949.89,4937938774,0.55715097,-0.24867553,-0.11908628,NASDAQ,,93.04,-0.71
DUOL,"Duolingo, Inc.",123.74,-2.8347075,-3.61,1730489,214130708.86,4917590587,0.84871628,0.01616554,0.04851229,NASDAQ,,127.99,-4.25
SHC,Sotera Health Company,17.37,-1.25071063,-0.22,1159884,20147185.08,4905692060.000001,0.75762397,0.1442169,0.23094688,NASDAQ,,17.58,-0.21
ORA,"Ormat Technologies, Inc.",87.39,-1.03057758,-0.91,246225,21517602.75,4902222130,0.343375,0.08017409,0.10310459,NYSE,0.43,88.57,-1.18
ESI,Element Solutions Inc.,20.31,-1.21595331,-0.25,943444,19161347.64,4902010327,0.41715278,-0.07380074,-0.17203244,NYSE,,20.58,-0.27
APP,Applovin Corporation,13.44,-1.24908156,-0.17,1885609,25342584.96,4894708885,0.52154791,-0.11148272,0.03721623,NASDAQ,,13.67,-0.23
LNTH,"Lantheus Holdings, Inc.",72.37,-0.8630137,-0.63,828027,59924313.99,4887874469,0.35473866,0.08297608,0.11066538,NASDAQ,1.63,73.25,-0.88
VNOM,Viper Energy Partners LP,29.44,-1.86666667,-0.56,208498,6138181.12,4884632061,0.3104598,-0.16966407,-0.10186757,NASDAQ,-0.68,29.84,-0.4
APPF,"AppFolio, Inc.",126.86,-3.33003124,-4.37,140223,17788689.78,4863386416,0.66680027,-0.17333754,0,NASDAQ,,131.75,-4.89
WK,Workiva Inc.,91.16,-3.41173978,-3.22,276728,25226524.48,4840408964.000001,0.47382753,-0.01096491,-0.07122897,NYSE,,94.48,-3.32
MDGL,"Madrigal Pharmaceuticals, Inc.",266.69,-1.56497988,-4.24,452645,120715895.05,4837226447,0.66726497,0.11642318,-0.01500263,NASDAQ,,269.11,-2.42
LU,Lufax Holding Ltd,2.1,-3.22580645,-0.07,17335710,36404991,4800207300,1.11064316,0,0.23866348,NYSE,-0.02,2.17,-0.07
BIPC,Brookfield Infrastructure Corporation,43.27,-3.82307179,-1.72,216117,9351382.59,4781901125.532953,0.35871785,-0.10389011,-0.11542013,NYSE,,45.09,-1.82
BFAM,Bright Horizons Family Solutions Inc.,82.56,-1.14942529,-0.96,499042,41200907.52000001,4772814043,0.51511468,-0.03632401,-0.05447612,NYSE,,83.55,-0.99
THO,"Thor Industries, Inc.",89.06,-3.80211709,-3.52,2070296,184380561.76,4766378317,2.81636339,0.14613309,0.40572523,NYSE,0.02,87.74,1.32
WFRD,Weatherford International plc,67.13,-2.72424286,-1.88,715702,48045075.26,4758866975,0.68254069,0.0297885,-0.16352014,NASDAQ,-0.29,69.21,-2.08
DRVN,Driven Brands Holdings Inc.,28.37,-0.63047285,-0.18,498891,14153537.67,4750221063,0.44431999,0,0.21193924,NASDAQ,,28.68,-0.31
FIVN,"Five9, Inc.",66.47,-2.43651842,-1.66,876773,58279101.31,4729429942,0.24103018,-0.09018488,-0.01504212,NASDAQ,0,68.13,-1.66
ASO,"Academy Sports and Outdoors, Inc.",60.51,2.52456794,1.49,1816030,109887975.3,4728547153,1.47650191,-0.03304147,-0.02478315,NASDAQ,-0.06,59.79,0.72
CADE,Cadence Bank,25.6,-1.19644925,-0.31,2684440,68721664,4720032492,2.38020215,-0.38910506,-0.33093245,NYSE,,25.76,-0.16
POWI,"Power Integrations, Inc.",82.47,-0.65052403,-0.54,327143,26979483.21,4699696841,0.87830518,-0.01818512,-0.01212415,NASDAQ,,83.11,-0.64
BE,Bloom Energy Corporation,22.72,-0.26338894,-0.06,1282685,29142603.2,4684989877,0.53828106,0.0660502,0.0660502,NYSE,0.12,22.74,-0.02
VC,Visteon Corporation,165.74,0.4606619,0.76,491070,81389941.8,4672226017,1.21741095,-0.07237636,0.13901481,NASDAQ,,170.21,-4.47
AL,Air Lease Corporation,42.05,-0.73182247,-0.31,367754,15464055.7,4663876251,0.41215183,-0.10690106,-0.18988844,NYSE,,42.35,-0.3
MGY,Magnolia Oil & Gas Corporation,22.25,-3.00784656,-0.69,1868692,41578397,4657269421,0.68538964,-0.2690583,-0.40304523,NYSE,0,22.81,-0.56
RMBS,"Rambus, Inc.",43.16,-3.48837209,-1.56,851145,36735418.2,4654856298,0.80949249,-0.03474233,-0.04631774,NASDAQ,,44.57,-1.41
KRG,Kite Realty Group Trust,21.09,-2.36111111,-0.51,1233482,26014135.38,4622601656,0.60502235,-0.04741584,0,NYSE,,21.58,-0.49
IAC,IAC Inc.,52,-3.66802519,-1.98,805185,41869620,4620505325,0.76272278,-0.03846154,-0.17284425,NASDAQ,,53.63,-1.63
SSD,"Simpson Manufacturing Company, Inc.",107.95,-1.14468864,-1.25,137921,14888571.95,4605467230.999999,0.79826456,0.29698376,0.09261832,NYSE,,109.27,-1.32
PTON,"Peloton Interactive, Inc.",13.25,-4.5389049,-0.63,9676646,128215559.5,4599907071,0.72810857,-0.11307953,-0.37593985,NASDAQ,-0.01,13.82,-0.57
RRR,"Red Rock Resorts, Inc.",44.01,0.75549451,0.33,628905,27678109.05,4576433527,1.22365488,-0.06811989,0,NASDAQ,,43.68,0.33
AYX,"Alteryx, Inc.",65.76,-2.17197263,-1.46,1046479,68816459.04,4571857030.000001,0.68130386,0.03042288,0.01520913,NYSE,-0.01,67.07,-1.31
HP,"Helmerich & Payne, Inc.",43.69,-2.30322004,-1.03,883044,38580192.36,4565082864,0.33504174,-0.16003658,-0.29680365,NYSE,,44.56,-0.87
NXT,Nextracker Inc.,33.95,4.62249615,1.5,1435780,48744731.00000001,4560400000,0.92644355,0.20642878,0.0297322,NASDAQ,,32.41,1.54
PENN,"PENN Entertainment, Inc.",29.83,-1.61609499,-0.49,2152723,64215727.09,4551800089,0.73669001,-0.05025967,-0.06700168,NASDAQ,0.04,30.32,-0.49
QLYS,"Qualys, Inc.",122.2,0.74196208,0.9,289732,35405250.4,4522557819,0.78901472,0.09830425,0.04912798,NASDAQ,0,123.65,-1.45
FUTU,Futu Holdings Limited,49.1,-0.58716339,-0.29,1121847,55082687.7,4501870489,0.4111141,-0.02037075,0,NASDAQ,-0.5,48.72,0.38
WU,Western Union Company (The),12,-3.30378727,-0.41,12082667,144992004,4483824097,0.99749716,-0.20790021,-0.373599,NYSE,0.01,12.35,-0.35
FLS,Flowserve Corporation,34.26,-1.32488479,-0.46,571195,19569140.7,4477640006,0.33634643,0.1022047,0.1460707,NYSE,,34.84,-0.58
CBT,Cabot Corporation,79.28,-2.83122932,-2.31,213788,16949112.64,4465331371,0.6361147,0.01261511,-0.02522068,NYSE,,81.27,-1.99
FRSH,Freshworks Inc.,15.51,-0.51314945,-0.08,2194302,34033624.02,4457122766,0.51376315,-0.1610306,0,NASDAQ,-0.3,15.62,-0.11
ALKS,Alkermes plc,27.04,-0.66127847,-0.18,710252,19205214.08,4445082216,0.3611904,-0.09243853,-0.23998523,NASDAQ,,27.22,-0.18
FRHC,Freedom Holding Corp.,74.48,2.06934357,1.51,165871,12354072.08,4434703973,0.71904417,0.4100289,0.08710218,NASDAQ,,73.12,1.36
IART,Integra LifeSciences Holdings Corporation,54.27,-0.54975261,-0.3,571093,30993217.11000001,4430389156,0.58983504,0.03687316,-0.07366483,NASDAQ,,54.59,-0.32
IPAR,"Inter Parfums, Inc.",137.7,-0.49859094,-0.69,208038,28646832.6,4421458738,0.75457908,0.11263307,0.15266066,NASDAQ,,140.12,-2.42
GPS,"Gap, Inc. (The)",12.11,-0.49301561,-0.06,10596399,128322391.89,4420737488,1.17100278,-0.04127115,-0.12371134,NYSE,0.05,12.25,-0.14
S,"SentinelOne, Inc.",15.61,-3.34365325,-0.54,5626233,87825497.13,4412598414,0.95830242,-0.06206133,0.0640615,NYSE,0.28,16.14,-0.53
SMG,Scotts Miracle-Gro Company (The),78.7,-0.90657265,-0.72,506591,39868711.70000001,4403721819,0.67865973,0.08902455,0.1522008,NYSE,,78.89,-0.19
ITCI,Intra-Cellular Therapies Inc.,46.14,-3.04685858,-1.45,526800,24306552,4396219086,0.29323433,0.03252738,0.02168257,NASDAQ,,47.66,-1.52
YOU,"Clear Secure, Inc.",29.15,-0.579809,-0.17,1034766,30163428.9,4390493396,0.36854378,0.03430532,-0.0685401,NYSE,0.83,29.2,-0.05
GLBE,Global-E Online Ltd.,28.05,-1.75131349,-0.5,1246218,34956414.9,4388969718.999999,0.59642887,-0.08901549,0.08917425,NASDAQ,0.01,28.47,-0.42
JHG,Janus Henderson Group plc,26.46,-1.89098999,-0.51,1023699,27087075.54,4383308232.000001,0.58036481,0,-0.1321004,NYSE,-0.09,26.88,-0.42
FN,Fabrinet,119.71,-1.22122287,-1.48,157390,18841156.9,4382417373,0.74137765,-0.16680567,-0.17513135,NYSE,,121.55,-1.84
SYNA,Synaptics Incorporated,111.19,-2.77194823,-3.17,547272,60851173.68,4380415028,1.12960298,0.06299496,0.26149684,NASDAQ,,114.28,-3.09
DV,"DoubleVerify Holdings, Inc.",26.36,-1.45794393,-0.39,2538100,66904316,4363559913.000001,1.11858588,0.01897173,0.17100513,NYSE,,26.86,-0.5
PYCR,"Paycor HCM, Inc.",24.57,-0.3649635,-0.09,419852,10315763.64,4335083568,0.65685458,0,0.04480834,NASDAQ,,24.88,-0.31
KNTK,Kinetik Holdings Inc.,31.54,0.928,0.29,178044,5615507.76,4332087161.999999,0.32898076,0,0.03171583,NYSE,,31.16,0.38
FIZZ,National Beverage Corp.,46.27,1.53609831,0.7,129396,5987152.92,4319440735,0.71074483,-0.04320588,-0.04320588,NASDAQ,,45.42,0.85
AB,AllianceBernstein Holding L.P.,37.66,-2.46050246,-0.95,173429,6531336.14,4289515185.000001,0.50963394,0.02656042,-0.18552876,NYSE,,38.48,-0.82
DLO,DLocal Limited,14.45,-3.7308461,-0.56,1034091,14942614.95,4276984641.000001,0.64809062,-0.138217,-0.06915629,NASDAQ,0,14.99,-0.54
MODG,Topgolf Callaway Brands Corp.,23.02,-2.95109612,-0.7,1995724,45941566.48,4265620557.000001,1.21652172,0.15230635,0.19590771,NYSE,,23.69,-0.67
SRCL,"Stericycle, Inc.",46.01,-0.84051724,-0.39,285567,13138937.67,4243643062,0.17767692,-0.02173913,-0.08689985,NASDAQ,,46.4,-0.39
CERE,"Cerevel Therapeutics Holdings, Inc.",26.93,-2.5334781,-0.7,504700,13591571,4218764366.000001,0.29400336,-0.3330866,-0.62730627,NASDAQ,,27.55,-0.62
KRC,Kilroy Realty Corporation,35.53,-3.16162442,-1.16,913894,32470653.82,4200985939,0.67822706,-0.14052839,-0.40644709,NYSE,,36.63,-1.1
MLI,"Mueller Industries, Inc.",73.55,-0.44667028,-0.33,353717,26015885.35,4194168835.000001,0.82166022,-0.13577733,-0.29146614,NYSE,,73.95,-0.4
ACLS,"Axcelis Technologies, Inc.",128,-0.6596818,-0.85,443264,56737792,4187399902,0.39121116,0.14861165,0.21916093,NASDAQ,0.02,128.94,-0.94
BECN,"Beacon Roofing Supply, Inc.",65.17,-1.42187264,-0.94,343494,22385503.98,4187345410.999999,0.38609213,0.08447892,0.18450185,NASDAQ,,65.88,-0.71
DEN,Denbury Inc.,83.98,-0.16642891,-0.14,537745,45159825.1,4185535189,0.63190325,-0.21991085,-0.26733203,NYSE,,83.55,0.43
W,Wayfair Inc.,39.01,-0.56079531,-0.22,4489563,175137852.63,4178842348,0.37736397,-0.12807377,-0.10248527,NYSE,0.25,39.03,-0.02
ADNT,Adient plc,43.78,-1.28523112,-0.57,597421,26155091.38,4175958617.000001,0.49618711,-0.02055311,0.06857143,NYSE,,44.25,-0.47
HRI,Herc Holdings Inc.,143.35,-1.50474096,-2.19,325401,46646233.35,4174802345,0.74517004,-0.0697642,-0.15161285,NYSE,,145.41,-2.06
