Date,Open,High,Low,Close,Adj Close,Volume
1999-01-22,0.4375,0.4882810115814209,0.38802099227905273,0.4101560115814209,0.376357764005661,271468800.0
1999-01-25,0.44270798563957214,0.45833298563957214,0.4101560115814209,0.453125,0.4157859683036804,51048000.0
1999-01-26,0.45833298563957214,0.46744799613952637,0.41145798563957214,0.4179689884185791,0.3835267126560211,34320000.0
1999-01-27,0.41927099227905273,0.4296880066394806,0.39583298563957214,0.41666701436042786,0.3823322057723999,24436800.0
1999-01-28,0.41666701436042786,0.41927099227905273,0.4127599895000458,0.4153650104999542,0.381137490272522,22752000.0
1999-01-29,0.4153650104999542,0.41666701436042786,0.39583298563957214,0.39583298563957214,0.3632149398326874,24403200.0
1999-02-01,0.39583298563957214,0.40625,0.39583298563957214,0.40364599227905273,0.370384156703949,15470400.0
1999-02-02,0.39583298563957214,0.40625,0.36067700386047363,0.37239599227905273,0.3417092561721802,26409600.0
1999-02-03,0.3671880066394806,0.38541701436042786,0.36458298563957214,0.38020798563957214,0.3488774597644806,7512000.0
1999-02-04,0.38541701436042786,0.41145798563957214,0.38020798563957214,0.40104201436042786,0.3679947853088379,18192000.0
1999-02-05,0.40755200386047363,0.41666701436042786,0.3971349895000458,0.4127599895000458,0.3787471652030945,13684800.0
1999-02-08,0.4153650104999542,0.41666701436042786,0.3984380066394806,0.3984380066394806,0.3656051754951477,15408000.0
1999-02-09,0.40625,0.40885400772094727,0.37760400772094727,0.3828130066394806,0.35126784443855286,8697600.0
1999-02-10,0.3828130066394806,0.39322900772094727,0.37239599227905273,0.3789060115814209,0.3476828336715698,14822400.0
1999-02-11,0.38020798563957214,0.42708298563957214,0.38020798563957214,0.41145798563957214,0.3775523900985718,13224000.0
1999-02-12,0.41666701436042786,0.4375,0.41666701436042786,0.43489599227905273,0.3990589380264282,10972800.0
1999-02-16,0.44270798563957214,0.4609380066394806,0.39322900772094727,0.4375,0.40144839882850647,21100800.0
1999-02-17,0.42708298563957214,0.43229201436042786,0.40625,0.4140630066394806,0.37994271516799927,6772800.0
1999-02-18,0.42708298563957214,0.43229201436042786,0.40885400772094727,0.42057299613952637,0.38591626286506653,7070400.0
1999-02-19,0.41666701436042786,0.44270798563957214,0.41145798563957214,0.43489599227905273,0.3990589380264282,7536000.0
1999-02-22,0.44270798563957214,0.44791701436042786,0.4140630066394806,0.4375,0.40144839882850647,20524800.0
1999-02-23,0.44791701436042786,0.46744799613952637,0.421875,0.45833298563957214,0.4205646812915802,13809600.0
1999-02-24,0.5260419845581055,0.546875,0.48307299613952637,0.49479201436042786,0.45401936769485474,61276800.0
1999-02-25,0.515625,0.53125,0.47135400772094727,0.47916701436042786,0.43968185782432556,14913600.0
1999-02-26,0.484375,0.5,0.453125,0.4570310115814209,0.4193699061870575,17260800.0
1999-03-01,0.46875,0.47916701436042786,0.4375,0.4596349895000458,0.4217594265937805,9216000.0
1999-03-02,0.45833298563957214,0.4609380066394806,0.44791701436042786,0.45572900772094727,0.41817519068717957,5524800.0
1999-03-03,0.45833298563957214,0.45833298563957214,0.421875,0.42447900772094727,0.38950034976005554,6139200.0
1999-03-04,0.4453130066394806,0.44791701436042786,0.41145798563957214,0.4153650104999542,0.381137490272522,5736000.0
1999-03-05,0.41927099227905273,0.44010400772094727,0.41927099227905273,0.43880200386047363,0.4026431739330292,7876800.0
1999-03-08,0.42708298563957214,0.45833298563957214,0.41927099227905273,0.4453130066394806,0.40861761569976807,7588800.0
1999-03-09,0.4440099895000458,0.46614599227905273,0.4440099895000458,0.4596349895000458,0.4217594265937805,14318400.0
1999-03-10,0.46614599227905273,0.46614599227905273,0.4453130066394806,0.45182299613952637,0.41459113359451294,23534400.0
1999-03-11,0.4440099895000458,0.45182299613952637,0.43229201436042786,0.43229201436042786,0.39666956663131714,5428800.0
1999-03-12,0.43489599227905273,0.43489599227905273,0.41666701436042786,0.42447900772094727,0.38950034976005554,9076800.0
1999-03-15,0.43489599227905273,0.44791701436042786,0.43229201436042786,0.44270798563957214,0.40622738003730774,10881600.0
1999-03-16,0.4453130066394806,0.45052099227905273,0.42447900772094727,0.4283849895000458,0.39308443665504456,7915200.0
1999-03-17,0.43229201436042786,0.44010400772094727,0.42057299613952637,0.4309900104999542,0.395474910736084,5136000.0
1999-03-18,0.43229201436042786,0.44270798563957214,0.421875,0.43619799613952637,0.40025368332862854,4632000.0
1999-03-19,0.43489599227905273,0.45052099227905273,0.43489599227905273,0.4375,0.40144839882850647,10531200.0
1999-03-22,0.4466150104999542,0.44791701436042786,0.42447900772094727,0.42447900772094727,0.38950034976005554,3667200.0
1999-03-23,0.42708298563957214,0.42708298563957214,0.390625,0.3984380066394806,0.3656051754951477,16396800.0
1999-03-24,0.39583298563957214,0.3984380066394806,0.38020798563957214,0.39583298563957214,0.3632149398326874,6086400.0
1999-03-25,0.3945310115814209,0.41666701436042786,0.39322900772094727,0.40104201436042786,0.3679947853088379,4032000.0
1999-03-26,0.40625,0.4375,0.40625,0.43619799613952637,0.40025368332862854,8827200.0
1999-03-29,0.4492189884185791,0.4596349895000458,0.4414060115814209,0.4492189884185791,0.41220179200172424,6595200.0
1999-03-30,0.45052099227905273,0.45442700386047363,0.40885400772094727,0.41145798563957214,0.3775523900985718,6950400.0
1999-03-31,0.42447900772094727,0.4453130066394806,0.40494799613952637,0.44010400772094727,0.4038378596305847,15360000.0
1999-04-01,0.44010400772094727,0.44270798563957214,0.41927099227905273,0.42708298563957214,0.391889750957489,3043200.0
1999-04-05,0.421875,0.43229201436042786,0.41145798563957214,0.4140630066394806,0.37994271516799927,9864000.0
1999-04-06,0.4179689884185791,0.41927099227905273,0.39583298563957214,0.40364599227905273,0.370384156703949,6969600.0
1999-04-07,0.40625,0.44010400772094727,0.40364599227905273,0.4375,0.40144839882850647,8928000.0
1999-04-08,0.44010400772094727,0.45833298563957214,0.43489599227905273,0.4453130066394806,0.40861761569976807,13012800.0
1999-04-09,0.44791701436042786,0.44791701436042786,0.43489599227905273,0.4375,0.40144839882850647,4862400.0
1999-04-12,0.43229201436042786,0.43229201436042786,0.41145798563957214,0.41927099227905273,0.3847215473651886,3331200.0
1999-04-13,0.42708298563957214,0.42708298563957214,0.39583298563957214,0.4023439884185791,0.36918941140174866,3614400.0
1999-04-14,0.40104201436042786,0.4101560115814209,0.390625,0.390625,0.35843607783317566,4828800.0
1999-04-15,0.40104201436042786,0.40104201436042786,0.390625,0.40104201436042786,0.3679947853088379,3585600.0
1999-04-16,0.3984380066394806,0.42057299613952637,0.3984380066394806,0.4140630066394806,0.37994271516799927,3892800.0
1999-04-19,0.41927099227905273,0.41927099227905273,0.390625,0.39583298563957214,0.3632149398326874,3129600.0
1999-04-20,0.39583298563957214,0.41145798563957214,0.3841150104999542,0.38802099227905273,0.356046587228775,6768000.0
1999-04-21,0.38802099227905273,0.39583298563957214,0.38541701436042786,0.3945310115814209,0.3620200753211975,3748800.0
1999-04-22,0.39583298563957214,0.39583298563957214,0.37369799613952637,0.37760400772094727,0.3464881181716919,22718400.0
1999-04-23,0.37630200386047363,0.37760400772094727,0.35677099227905273,0.359375,0.32976123690605164,12604800.0
1999-04-26,0.359375,0.36458298563957214,0.33333298563957214,0.34114599227905273,0.31303438544273376,12350400.0
1999-04-27,0.34895798563957214,0.38020798563957214,0.34375,0.37760400772094727,0.3464881181716919,22694400.0
1999-04-28,0.38020798563957214,0.38020798563957214,0.3632810115814209,0.375,0.34409862756729126,12009600.0
1999-04-29,0.37630200386047363,0.37760400772094727,0.3671880066394806,0.375,0.34409862756729126,4814400.0
1999-04-30,0.3789060115814209,0.39583298563957214,0.37630200386047363,0.38020798563957214,0.3488774597644806,9931200.0
1999-05-03,0.3841150104999542,0.3841150104999542,0.37239599227905273,0.3828130066394806,0.35126784443855286,3384000.0
1999-05-04,0.3828130066394806,0.3828130066394806,0.35416701436042786,0.36197900772094727,0.3321506381034851,9604800.0
1999-05-05,0.36458298563957214,0.36979201436042786,0.34375,0.36979201436042786,0.3393198549747467,14457600.0
1999-05-06,0.3671880066394806,0.375,0.3515630066394806,0.3626300096511841,0.33274805545806885,3561600.0
1999-05-07,0.3515630066394806,0.3671880066394806,0.3515630066394806,0.36458298563957214,0.3345399796962738,2500800.0
1999-05-10,0.36197900772094727,0.37239599227905273,0.36197900772094727,0.36458298563957214,0.3345399796962738,1968000.0
1999-05-11,0.38020798563957214,0.39583298563957214,0.37239599227905273,0.3841150104999542,0.3524625301361084,17174400.0
1999-05-12,0.38802099227905273,0.3971349895000458,0.3828130066394806,0.39583298563957214,0.3632149398326874,16848000.0
1999-05-13,0.39583298563957214,0.40625,0.3945310115814209,0.39583298563957214,0.3632149398326874,6993600.0
1999-05-14,0.39583298563957214,0.39583298563957214,0.36979201436042786,0.375,0.34409862756729126,2846400.0
1999-05-17,0.36979201436042786,0.39322900772094727,0.3684900104999542,0.39322900772094727,0.3608255088329315,3576000.0
1999-05-18,0.3971349895000458,0.41666701436042786,0.38541701436042786,0.41145798563957214,0.3775523900985718,15153600.0
1999-05-19,0.4296880066394806,0.4453130066394806,0.3867189884185791,0.39322900772094727,0.3608255088329315,45172800.0
1999-05-20,0.39583298563957214,0.39583298563957214,0.3476560115814209,0.36197900772094727,0.3321506381034851,17817600.0
